x_mean,x_std,x_max,x_min,x_range,x_skew,x_kurtosis,x_n_peaks,x_energy,y_mean,y_std,y_max,y_min,y_range,y_skew,y_kurtosis,y_n_peaks,y_energy,z_mean,z_std,z_max,z_min,z_range,z_skew,z_kurtosis,z_n_peaks,z_energy,mag_mean,mag_std,mag_max,max_delta_mag,sudden_change_score,x_fft_max,x_fft_mean,y_fft_max,y_fft_mean,z_fft_max,z_fft_mean,xy_corr,xz_corr,yz_corr,sample_id,sensor_source,timestamp,weather,driver_id,vehicle_type,speed_bin,road_type,time_of_day,temperature,humidity,altitude,session_id,firmware_version,calibration_status,battery_level,gps_accuracy,network_type,device_model,label
-1.0174225955168943,2.2081885275178754,3.7770040299484897,-10.00447676546633,13.78148079541482,-0.6583155490616068,2.0101409741754024,6,591.1245310929897,0.6754771405548874,1.887432605621958,5.325372434917017,-6.475280115541247,11.800652550458263,-1.0984981099629003,3.5535045710883217,14,401.8671208177103,9.255403641033691,0.8916703575792169,12.129001395322096,7.1100240178221945,5.018977377499903,0.3321432353817156,1.018002287388904,33,8645.757258504522,9.749732336855146,1.1533466364598637,15.837732892959917,5.432553141018005,6,101.74225955168944,22.021291946979797,67.54771405548875,17.225309305162487,925.5403641033696,26.25800185925917,-0.2494632296829962,-0.1444611798812089,0.0421703928604548,5ddbff1f-f133-4179-8543-68b7cd07712d,phone,2025-05-25 14:34:56.456145,rain,D1075,truck,fast,urban,morning,20,56,33,S238250,v1.2.3,ok,74,3.911898638807904,5g,model_a,normal
0.0640699260755946,0.1436415460975528,0.2874727171562443,-0.2755904280757624,0.5630631452320067,-0.4426828582960576,-1.1535324255619546,16,2.473784919262757,0.0166970155883146,0.1554739644252442,0.3540251464213089,-0.3060447737387697,0.6600699201600786,0.0116438757955904,-0.2704874200799563,6,2.445094394365852,9.847052258381671,0.0370362507707802,9.931670624782443,9.739272821819169,0.1923978029632742,-0.3083970615736157,0.1748138493495794,29,9696.580986317074,9.849551234929908,0.0365940814582007,9.9330590360956,0.0805945795994453,5,8.815941936982258,0.7010938316600483,9.299598936778086,0.7226088036681267,984.7052258381672,19.975457060857355,0.1492382127048695,0.1154812939797344,-0.5353808678944367,aec3cb00-4355-4d3e-95fa-f88acbfeaf6e,camera,2025-05-25 14:34:56.440528,rain,D1086,suv,medium,highway,evening,25,54,640,S768410,v1.3.0,pending,95,3.449207342704951,4g,model_c,normal
-0.6076294649133259,2.319786982229696,8.488370928248013,-10.221495896274062,18.709866824522077,0.1095346197447637,4.9541795009705165,5,575.0625209553217,-1.0431867153681056,1.6523740555608797,3.681945125548393,-6.280636897817563,9.962582023365956,0.1135481734722648,1.2501320292047646,5,381.8578542611205,11.76807481085195,0.8774659521593364,14.050464356865463,9.512692653183157,4.537771703682308,-0.0994561991661401,0.1264476318843002,34,13925.753125100702,12.168180685346607,0.8729913011761302,14.9678248654976,3.0091148618895858,5,60.762946491332585,21.532383645155942,104.31867153681056,16.633023406102485,1176.807481085195,31.22424817696534,-0.0704671592721402,0.156242676382431,0.015221539112678,45e2232e-d7d9-4d7e-a12a-f4ea548d683f,phone,2025-05-25 14:34:56.336712,clear,D1053,sedan,medium,highway,night,22,55,103,S885085,v1.2.3,pending,51,4.372167899222858,wifi,model_b,normal
0.8107182780722326,1.7461044245889514,5.14431795708488,-6.113250791631412,11.257568748716292,-0.3050467791757476,3.035139868014736,18,370.614478796952,0.1421117544702975,1.5835767496609463,5.77810875626426,-5.139697058446394,10.917805814710654,0.0615219769627539,2.4309143159202677,8,252.7911072825353,11.59246423846213,0.782594259233006,13.539295114146665,9.968747443650267,3.570547670496394,-0.2322005726370155,-0.5315798379687844,28,13499.768089460782,11.856373600219705,0.8112593958876553,13.918214713150377,3.2502547122238106,3,81.07182780722324,16.959759335791382,33.16447221862936,14.679391544037482,1159.2464238462128,30.01548015929916,-0.1562232470632307,-0.0937065754073176,-0.099833822101426,da3e5e6d-c0c9-4365-9ffe-7842c723e2d0,phone,2025-05-25 14:34:56.554323,clear,D1083,truck,fast,highway,morning,17,22,664,S487169,v1.2.4,ok,41,5.009501231668145,5g,model_b,normal
0.066336991669137,2.20670767045506,8.876968438720192,-6.717496663477576,15.594465102197768,-0.1734310641098947,2.8691591658803377,9,487.3959339308908,0.9215169093787648,1.4767277539338202,7.1585906014105,-3.992039195352228,11.150629796762727,0.3535232434345358,3.268670440356903,22,302.99182735094155,11.089056937359626,0.9289477688492274,13.516268848360047,8.33673449546131,5.179534352898738,-0.0236906605171125,0.4650306137914333,33,12383.012771725354,11.4271428612973,1.0744353668667284,14.678310788836312,6.340827759045823,5,45.9496688478156,20.160803690853825,92.15169093787648,14.550055381880004,1108.9056937359624,30.495966918721187,0.056857670046128,-0.0872633338908213,-0.1240893331486557,03756a9f-fc79-47e9-89d6-2bd327093df8,phone,2025-05-25 14:34:56.042175,clear,D1048,sedan,slow,urban,afternoon,20,49,238,S668533,v1.3.0,pending,67,8.398235566775725,5g,model_b,collision
0.8299015038427239,2.15885002371846,8.672263051700364,-4.718184217549992,13.390447269250355,1.037053136730529,3.1836727189434884,15,534.9369930989611,0.2088407903469461,1.463065831688005,5.337099551275129,-3.595403975040776,8.932503526315905,0.0876197486942815,1.763440884104707,9,218.4176103565651,7.545929026403508,0.8941147955868868,10.738440629145416,4.941405772146636,5.79703485699878,0.2282637300335299,0.9295284128431996,29,5774.048613920635,7.98892479461806,1.2046214341851955,14.061552272296856,5.816836934138438,7,82.99015038427237,19.70395659173885,26.372319236187305,13.02193585923948,754.5929026403508,22.640109720409736,0.3520748216100145,0.0611953761490855,-0.0805294746657362,3615160f-e4b0-439e-b662-f7d7d973d292,phone,2025-05-25 14:34:56.401381,fog,D1008,truck,fast,urban,evening,30,31,633,S717140,v1.2.4,pending,84,1.797015829488975,4g,model_c,normal
2.578585629195296,2.362892290955788,8.999561006152625,-5.200752687535269,14.200313693687894,0.1937599517327027,1.4004395953637123,31,1223.2363825750788,2.9954959654039697,1.7131402947654852,7.592988755658481,-2.356392020584089,9.94938077624257,-0.4033287197791719,1.6117722256181946,30,1190.784574830064,9.662205881924116,0.992099458814416,12.420085811111589,6.767681740810136,5.652404070301451,-0.0723538835114471,0.8393110738599621,32,9434.248384086884,10.82104986701462,1.1779529661676336,14.56722670014425,4.70474583608871,8,257.8585629195296,26.22912188781418,299.54959654039703,20.98305158700834,966.2205881924116,27.944295896536072,-0.2861990020371724,-0.1787315657060856,0.2192015272080001,229cbaf9-5245-4f6e-9f36-e0adc04961df,phone,2025-05-25 14:34:56.239266,fog,D1087,suv,medium,rural,night,12,49,996,S603575,v1.3.0,ok,79,5.570704722441149,4g,model_c,collision
1.6405580615952675,1.5890172074826232,5.827045737841683,-4.633683841541789,10.460729579383472,-0.910739532052491,3.1448859146975083,29,521.6406439141097,-2.1577442366330457,1.4189936397635885,2.428419772223608,-7.119324524783611,9.54774429700722,-0.8451842288395576,2.9325687448893403,1,666.9403140412641,9.730086958628052,0.7506195962697015,11.930521499524218,7.952044444157061,3.978477055367157,0.0668563728206833,0.3772780815146759,29,9523.802200076774,10.31011945950608,0.9084427945861828,13.226266371562977,3.30537538584025,7,164.05580615952678,17.036117636681546,215.77442366330456,16.745085162673192,973.0086958628052,25.989220336110314,0.3196728782643239,-0.0174162165041772,-0.0311017688291888,7754883e-22f4-47ae-97e7-b4fe451ba546,phone,2025-05-25 14:34:56.452388,clear,D1096,truck,fast,urban,afternoon,13,43,952,S209186,v1.2.3,pending,36,9.63211261123023,wifi,model_c,normal
1.831379203475583,2.24216936141366,8.974331822672097,-3.3946521691566733,12.36898399182877,0.5253324392274938,1.4158684512759343,23,838.1273232185,1.5734439938896043,1.9036050484516465,7.679627989696797,-4.462575332814136,12.142203322510934,-0.1836750941853167,1.6944683067943966,25,609.9438182397864,9.115649429668336,1.0189743372684297,12.091405270252595,6.862193629898371,5.229211640354226,0.4328323502317688,0.3533095670460731,30,8413.33732246243,9.840210769403022,1.3357906471195289,14.566728026050892,5.104104835676379,9,183.13792034755832,23.129546340824408,157.34439938896045,19.388432847434967,911.5649429668337,27.1196347192449,0.0742184863347648,0.0828012543271608,-0.0841410847536342,90436476-39d2-4c28-85f8-2459faa89503,phone,2025-05-25 14:34:56.736261,rain,D1047,suv,fast,urban,evening,22,43,246,S298844,v1.3.0,ok,80,6.574283452111142,4g,model_a,normal
1.431661745549604,2.7141881976494253,11.094643893016896,-8.925061557334317,20.01970545035121,-0.1321004939153532,3.9209718560464006,14,941.6472925929576,1.752276493026062,1.7388541850267258,8.365135036447132,-3.444005634408829,11.80914067085596,-0.1566133072953918,2.7838500841081206,29,609.4086784796673,8.097723569420335,1.0100404932984228,10.933938710790436,5.326385811842731,5.607552898947705,0.076398189935714,0.3693846122718929,30,6659.330880484814,8.951483381511046,1.4052806787634944,14.847383193320372,4.757747072720997,7,143.16617455496043,27.53850641710737,175.22764930260618,18.775501587567103,809.7723569420336,25.055451896855043,-0.3077785309389809,-0.1653222869337388,0.0416648140634199,f85ee58d-1398-462b-bce1-bf3c0e69a075,phone,2025-05-25 14:34:56.423596,rain,D1071,sedan,medium,highway,evening,31,33,661,S528200,v1.2.3,pending,80,3.5575515100274435,wifi,model_c,normal
